POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
7001,1636.6,3978.41,4851.85,475.89,257.7,-166.12,-3616.79,-30904.17,1446.7,19104.4,-5479.53,106.74,0.0,-2935.53,-5372.79,-8308.33
7101,1672.32,4065.09,4840.88,492.88,255.69,-191.25,-3642.64,-30719.1,1443.17,19053.26,-5616.58,109.74,0.0,-2729.68,-5506.84,-8236.51
7201,1660.52,4121.26,4845.93,500.93,259.11,-180.88,-3671.67,-30359.01,1435.15,19052.58,-5875.53,112.41,0.0,-2336.08,-5763.12,-8099.2
7301,1697.53,4080.82,4819.62,488.0,245.67,-180.41,-3650.86,-30615.47,1435.58,19085.21,-5751.29,109.72,0.0,-2594.3,-5641.57,-8235.87
7401,1646.83,4040.62,4862.51,489.7,260.79,-172.82,-3626.96,-30755.24,1427.73,19177.51,-5692.9,113.19,0.0,-2649.33,-5579.71,-8229.04
7501,1697.99,4013.74,4873.71,481.67,266.83,-185.79,-3618.56,-30868.26,1446.3,19165.29,-5590.99,112.29,0.0,-2727.07,-5478.7,-8205.77
7601,1725.68,4064.01,4813.06,478.64,270.97,-187.8,-3601.6,-30756.44,1448.63,18963.62,-5503.95,113.76,0.0,-2781.23,-5390.2,-8171.43
7701,1730.58,3975.04,4821.72,480.86,265.02,-176.67,-3561.45,-30815.58,1476.74,19184.19,-5630.93,111.49,0.0,-2619.55,-5519.43,-8138.98
7801,1699.26,4048.28,4843.99,484.27,263.85,-165.95,-3641.95,-30569.69,1414.68,19125.84,-5777.53,113.57,0.0,-2497.42,-5663.96,-8161.39
7901,1714.15,4025.11,4815.12,471.84,233.13,-180.77,-3599.33,-30736.2,1436.95,19209.19,-5620.98,113.39,0.0,-2610.8,-5507.58,-8118.38
8001,1721.14,4040.2,4826.42,494.03,267.72,-196.68,-3540.31,-30725.77,1449.48,19088.78,-5585.03,113.45,0.0,-2574.99,-5471.58,-8046.56
8101,1641.24,4079.38,4867.49,483.22,260.36,-181.25,-3622.87,-30389.87,1447.34,19037.63,-5827.02,115.83,0.0,-2377.32,-5711.19,-8088.51
8201,1674.85,4004.97,4832.82,492.34,247.72,-181.15,-3639.64,-30650.53,1454.54,19071.37,-5607.22,113.02,0.0,-2692.71,-5494.2,-8186.92
8301,1768.45,3944.2,4846.41,488.08,252.38,-162.76,-3642.81,-30740.3,1412.07,19194.62,-5685.92,118.34,0.0,-2639.66,-5567.59,-8207.25
8401,1723.38,4060.95,4848.79,493.18,246.94,-182.08,-3653.97,-30741.08,1426.86,19032.6,-5530.49,113.26,0.0,-2744.41,-5417.23,-8161.64
8501,1721.44,3984.0,4834.24,482.38,264.45,-221.07,-3612.36,-30738.14,1417.41,19094.86,-5519.71,112.17,0.0,-2772.79,-5407.54,-8180.34
8601,1714.15,3944.43,4851.37,484.89,257.83,-178.69,-3603.96,-30729.33,1430.4,19188.59,-5656.61,111.26,0.0,-2640.33,-5545.35,-8185.68
8701,1704.88,4018.98,4809.63,477.49,237.83,-165.99,-3661.59,-30658.11,1419.39,19217.38,-5732.96,115.34,0.0,-2600.11,-5617.62,-8217.73
8801,1678.13,3993.33,4822.83,488.88,266.79,-182.95,-3631.94,-31025.92,1455.34,19229.92,-5384.15,111.53,0.0,-2905.58,-5272.63,-8178.2
8901,1713.5,3973.54,4826.11,490.58,264.64,-167.32,-3610.23,-30864.06,1440.63,19197.94,-5509.15,112.67,0.0,-2734.65,-5396.48,-8131.13
9001,1675.21,3978.17,4850.14,477.01,260.69,-164.9,-3633.33,-30886.87,1430.13,19185.06,-5484.47,112.24,0.0,-2828.69,-5372.23,-8200.92
9101,1728.81,3964.26,4824.08,471.02,261.94,-189.19,-3629.49,-30868.57,1424.03,19196.06,-5532.01,110.24,0.0,-2817.05,-5421.77,-8238.82
9201,1730.72,4035.81,4821.57,499.09,260.61,-182.17,-3633.35,-30808.07,1451.11,19129.15,-5524.64,108.75,0.0,-2695.54,-5415.9,-8111.44
9301,1656.36,4016.4,4871.85,488.46,275.1,-177.26,-3633.2,-30857.75,1444.88,19136.27,-5464.97,107.21,0.0,-2778.89,-5357.76,-8136.65
9401,1669.78,4032.91,4813.26,483.67,246.52,-166.99,-3667.97,-30577.05,1446.97,19061.69,-5599.79,108.72,0.0,-2657.22,-5491.07,-8148.29
9501,1672.72,4041.97,4863.85,480.9,259.08,-159.76,-3616.61,-30679.48,1445.46,18987.11,-5567.8,108.42,0.0,-2704.76,-5459.38,-8164.13
9601,1738.77,4095.08,4859.43,479.64,267.35,-188.45,-3680.0,-30621.9,1427.26,18967.86,-5514.05,106.17,0.0,-2654.95,-5407.88,-8062.84
9701,1710.87,4028.48,4843.15,487.84,246.55,-170.1,-3624.04,-30658.01,1451.59,19041.63,-5616.93,111.44,0.0,-2642.03,-5505.49,-8147.52
9801,1697.23,4060.88,4836.48,497.73,256.85,-219.39,-3601.78,-30615.38,1452.93,19052.32,-5631.6,112.12,0.0,-2582.13,-5519.48,-8101.61
9901,1707.87,4084.83,4880.27,496.47,282.32,-168.55,-3637.96,-30514.11,1423.01,18916.53,-5600.8,113.52,0.0,-2529.32,-5487.28,-8016.6
