POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
5601,1687.99,4014.34,4818.49,479.55,250.81,-193.0,-3552.9,-30520.1,1361.19,19171.37,-5778.62,115.55,0.0,-2482.27,-5663.08,-8145.35
5701,1697.93,4052.68,4874.92,483.8,269.96,-198.53,-3515.28,-30680.25,1406.99,19216.38,-5765.9,115.48,0.0,-2391.4,-5650.42,-8041.82
5801,1670.39,4043.63,4805.38,490.25,267.99,-205.72,-3573.74,-30669.79,1417.18,19297.74,-5772.69,116.33,0.0,-2456.67,-5656.36,-8113.04
5901,1724.92,4023.04,4810.42,484.79,259.79,-194.03,-3525.7,-30515.16,1394.84,19228.05,-5867.57,116.91,0.0,-2309.02,-5750.66,-8059.69
6001,1700.56,4083.23,4822.47,502.15,280.84,-189.7,-3562.52,-30559.47,1415.04,19174.12,-5835.73,116.39,0.0,-2333.29,-5719.35,-8052.64
6101,1664.75,3933.05,4819.05,472.13,241.36,-207.19,-3544.17,-30410.54,1425.21,19187.83,-5888.0,117.47,0.0,-2418.51,-5770.52,-8189.03
6201,1645.25,4053.55,4804.44,496.1,270.02,-170.02,-3511.7,-30677.84,1422.72,19272.9,-5810.25,117.23,0.0,-2394.58,-5693.02,-8087.6
6301,1656.53,4004.22,4806.42,501.72,228.9,-164.74,-3500.47,-30637.87,1410.71,19270.49,-5870.58,119.28,0.0,-2424.09,-5751.3,-8175.39
6401,1674.32,3979.06,4782.15,471.14,239.3,-213.49,-3520.1,-30535.44,1407.52,19284.77,-5876.86,119.31,0.0,-2430.76,-5757.55,-8188.31
6501,1661.63,3988.96,4770.43,453.11,249.02,-201.37,-3515.17,-30916.06,1413.2,19233.95,-5524.65,115.57,0.0,-2862.28,-5409.08,-8271.36
6601,1673.06,4074.64,4818.4,478.97,267.56,-192.28,-3476.99,-30659.3,1437.11,19169.1,-5701.19,118.47,0.0,-2409.74,-5582.71,-7992.45
6701,1718.89,3880.9,4872.4,487.93,257.08,-200.36,-3599.96,-30515.24,1406.42,19247.07,-5803.96,115.78,0.0,-2444.87,-5688.18,-8133.05
6801,1665.53,3970.9,4799.93,496.61,249.08,-166.28,-3546.64,-30724.85,1425.94,19345.19,-5723.25,118.01,0.0,-2484.59,-5605.24,-8089.84
6901,1669.23,4044.29,4794.11,494.78,268.12,-195.38,-3544.53,-30427.4,1409.28,19269.25,-5948.76,116.0,0.0,-2218.26,-5832.76,-8051.01
7001,1598.16,4014.94,4797.74,492.79,247.65,-171.53,-3562.84,-30534.23,1421.69,19357.06,-5884.89,114.8,0.0,-2338.57,-5770.09,-8108.65
7101,1646.61,4078.91,4784.99,472.46,241.9,-179.2,-3583.46,-30372.32,1409.89,19342.41,-6034.28,116.1,0.0,-2157.8,-5918.18,-8075.98
7201,1714.09,4008.1,4849.49,492.18,281.65,-186.55,-3551.63,-30609.76,1414.33,19208.13,-5818.78,115.98,0.0,-2379.98,-5702.81,-8082.79
7301,1687.95,4048.35,4777.28,482.23,246.23,-176.78,-3552.78,-30332.0,1418.97,19204.86,-6069.94,118.61,0.0,-2195.71,-5951.33,-8147.04
7401,1671.46,4054.61,4865.56,480.94,266.94,-168.92,-3587.81,-30402.16,1421.86,19264.37,-5942.71,116.16,0.0,-2133.15,-5826.55,-7959.69
7501,1686.31,4018.49,4812.55,480.93,248.76,-204.95,-3573.23,-30464.7,1396.51,19153.72,-5902.85,118.96,0.0,-2445.62,-5783.9,-8229.51
7601,1725.55,3996.26,4819.16,475.74,259.24,-163.54,-3506.24,-30628.67,1409.84,19088.16,-5730.11,114.95,0.0,-2524.5,-5615.16,-8139.66
7701,1697.7,3998.54,4809.53,487.26,267.92,-198.72,-3562.9,-30707.84,1426.0,19310.19,-5725.48,115.92,0.0,-2472.32,-5609.57,-8081.89
7801,1652.76,3961.72,4785.32,492.64,238.91,-185.3,-3558.63,-30553.24,1412.1,19228.96,-5787.15,115.31,0.0,-2524.76,-5671.84,-8196.6
7901,1685.3,3988.1,4817.44,480.33,268.43,-193.39,-3549.21,-30574.77,1415.6,19179.54,-5775.86,116.71,0.0,-2482.63,-5659.15,-8141.78
8001,1725.1,3982.68,4864.02,474.86,252.21,-172.77,-3510.19,-30453.57,1417.07,19095.85,-5828.13,117.37,0.0,-2324.74,-5710.76,-8035.5
8101,1731.91,4009.22,4808.01,476.44,261.55,-183.35,-3582.76,-30470.08,1401.01,19029.29,-5769.69,113.93,0.0,-2518.75,-5655.76,-8174.51
8201,1674.03,3967.4,4805.03,480.66,265.77,-183.38,-3513.07,-30498.69,1439.48,19196.19,-5938.52,118.75,0.0,-2366.57,-5819.77,-8186.34
8301,1649.9,3982.71,4762.76,473.2,254.16,-175.37,-3564.9,-30629.5,1429.63,19238.35,-5684.63,114.19,0.0,-2579.07,-5570.44,-8149.51
8401,1639.15,3973.32,4811.04,480.15,245.15,-157.59,-3584.76,-30514.16,1443.11,19166.57,-5783.26,116.27,0.0,-2498.01,-5666.98,-8164.99
8501,1675.19,3990.27,4775.47,485.86,259.11,-160.88,-3500.36,-30624.13,1417.8,19234.26,-5819.98,117.74,0.0,-2447.41,-5702.24,-8149.65
8601,1657.65,4078.8,4830.66,484.73,265.05,-192.6,-3529.26,-30441.51,1412.8,19168.3,-5946.2,116.38,0.0,-2265.38,-5829.82,-8095.2
8701,1724.27,3977.05,4867.53,486.73,265.08,-185.57,-3577.19,-30625.69,1411.38,19174.76,-5792.13,116.27,0.0,-2481.65,-5675.87,-8157.52
8801,1643.38,3897.66,4826.84,480.65,238.96,-188.69,-3541.8,-30428.46,1389.1,19106.03,-5867.77,116.96,0.0,-2576.34,-5750.81,-8327.15
8901,1662.37,4003.03,4796.55,488.04,253.46,-211.33,-3553.94,-30496.74,1379.44,19330.64,-5895.2,117.32,0.0,-2348.47,-5777.88,-8126.35
9001,1690.89,3998.66,4779.9,475.89,232.67,-200.04,-3527.51,-30327.41,1412.65,19273.0,-6068.33,118.66,0.0,-2191.29,-5949.67,-8140.96
9101,1728.58,3944.28,4826.84,489.9,233.96,-215.25,-3511.1,-30597.08,1415.77,19216.61,-5714.57,115.37,0.0,-2467.49,-5599.19,-8066.68
9201,1706.99,3993.0,4839.84,489.85,256.88,-193.75,-3495.35,-30725.57,1377.72,19174.85,-5701.46,117.69,0.0,-2575.54,-5583.77,-8159.31
9301,1675.17,3996.1,4767.14,467.76,250.04,-195.28,-3500.59,-30538.26,1397.92,19199.67,-5860.03,118.1,0.0,-2480.31,-5741.93,-8222.24
9401,1715.0,4004.11,4819.54,491.38,259.25,-198.78,-3538.41,-30699.28,1420.58,19174.99,-5731.18,116.79,0.0,-2551.61,-5614.39,-8166.0
