POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
1301,1750.41,4054.49,4869.46,472.54,266.26,-167.89,-3649.33,-30596.9,1428.03,18930.14,-5664.4,113.02,0.0,-2642.79,-5551.38,-8194.17
1311,1701.38,4011.57,4840.83,478.68,262.71,-151.43,-3653.49,-30623.59,1426.39,19134.44,-5731.78,112.6,0.0,-2572.52,-5619.18,-8191.7
1321,1724.42,4021.45,4854.89,483.56,257.67,-188.73,-3599.95,-30637.97,1489.32,19073.31,-5738.34,114.46,0.0,-2522.02,-5623.88,-8145.9
1331,1736.83,4046.87,4864.46,493.97,240.86,-136.93,-3582.99,-30752.9,1423.74,19025.76,-5601.77,114.76,0.0,-2640.32,-5487.01,-8127.33
1341,1764.97,4076.55,4827.01,511.04,258.73,-155.93,-3645.73,-30660.5,1458.81,19081.45,-5710.32,114.61,0.0,-2483.61,-5595.71,-8079.32
1351,1730.89,3985.72,4844.4,490.0,251.72,-176.01,-3592.41,-30675.02,1427.68,19095.65,-5767.48,115.19,0.0,-2617.38,-5652.29,-8269.67
1361,1729.25,4015.76,4840.34,491.48,254.81,-177.1,-3655.51,-30739.65,1411.91,19212.58,-5681.49,110.04,0.0,-2616.14,-5571.45,-8187.59
1371,1741.58,4019.79,4878.13,489.49,262.2,-162.01,-3692.24,-30353.63,1437.48,19086.37,-5898.87,115.28,0.0,-2292.84,-5783.59,-8076.43
1381,1651.8,4005.09,4867.62,475.1,258.1,-162.23,-3616.83,-30669.3,1449.23,19180.76,-5715.68,114.32,0.0,-2560.66,-5601.37,-8162.03
1391,1701.58,4005.16,4858.7,492.01,259.14,-152.81,-3647.35,-30414.98,1442.9,19113.65,-5928.37,114.57,0.0,-2342.01,-5813.8,-8155.81
1401,1686.73,4023.56,4863.48,471.74,260.9,-180.27,-3563.82,-30545.26,1436.94,19136.26,-5864.56,114.9,0.0,-2409.75,-5749.66,-8159.41
1411,1696.09,4036.71,4853.7,485.69,271.67,-170.51,-3646.17,-30625.89,1449.12,19181.87,-5761.22,114.37,0.0,-2467.72,-5646.85,-8114.58
1421,1700.79,4090.79,4856.5,479.83,282.6,-182.12,-3641.86,-30428.6,1432.4,19097.13,-5996.9,114.96,0.0,-2312.54,-5881.94,-8194.48
1431,1780.63,4025.64,4862.09,488.78,276.75,-152.99,-3679.07,-30596.28,1433.32,19142.63,-5787.66,113.97,0.0,-2418.49,-5673.69,-8092.18
1441,1641.68,4064.52,4828.22,476.5,265.69,-138.75,-3631.97,-30621.53,1447.31,19050.68,-5782.64,114.62,0.0,-2617.66,-5668.01,-8285.68
