-3.51371	-3.38220	13.80000
-3.25959	-3.38220	13.80000
-3.00546	-3.38220	13.80000
-2.75134	-3.38220	13.80000
-2.49722	-3.38220	13.80000
-2.24309	-3.38220	13.80000
-1.98897	-3.38220	13.80000
-1.73484	-3.38220	13.80000
-1.48072	-3.38220	13.80000
-1.22660	-3.38220	13.80000
-0.97247	-3.38220	13.80000
-0.71835	-3.38220	12.60000
-0.46423	-3.38220	13.80000
-0.21010	-3.38220	12.60000
0.04402	-3.38220	13.80000
0.29815	-3.38220	13.80000
0.55227	-3.38220	13.80000
0.80639	-3.38220	13.80000
1.06052	-3.38220	13.80000
1.31464	-3.38220	13.80000
1.56877	-3.38220	13.80000
1.82289	-3.38220	13.80000
2.07701	-3.38220	13.80000
2.33114	-3.38220	13.80000
2.58526	-3.38220	13.80000
2.83938	-3.38220	13.80000
3.09351	-3.38220	13.80000
3.34763	-3.38220	13.80000
3.60176	-3.38220	13.80000
3.85588	-3.38220	13.80000
4.11000	-3.38220	13.80000
4.36413	-3.38220	13.80000
-3.51371	-3.16279	13.80000
-3.25959	-3.16279	13.80000
-3.00546	-3.16279	13.80000
-2.75134	-3.16279	13.80000
-2.49722	-3.16279	13.80000
-2.24309	-3.16279	13.80000
-1.98897	-3.16279	13.80000
-1.73484	-3.16279	12.60000
-1.48072	-3.16279	13.80000
-1.22660	-3.16279	13.80000
-0.97247	-3.16279	12.60000
-0.71835	-3.16279	8.61000
-0.46423	-3.16279	10.90000
-0.21010	-3.16279	10.30000
0.04402	-3.16279	10.90000
0.29815	-3.16279	12.60000
0.55227	-3.16279	13.80000
0.80639	-3.16279	13.80000
1.06052	-3.16279	13.80000
1.31464	-3.16279	13.80000
1.56877	-3.16279	13.80000
1.82289	-3.16279	13.80000
2.07701	-3.16279	13.80000
2.33114	-3.16279	13.80000
2.58526	-3.16279	13.80000
2.83938	-3.16279	13.80000
3.09351	-3.16279	13.80000
3.34763	-3.16279	13.80000
3.60176	-3.16279	13.80000
3.85588	-3.16279	13.80000
4.11000	-3.16279	13.80000
4.36413	-3.16279	13.80000
-3.51371	-2.94339	13.80000
-3.25959	-2.94339	13.80000
-3.00546	-2.94339	13.80000
-2.75134	-2.94339	13.80000
-2.49722	-2.94339	13.80000
-2.24309	-2.94339	13.80000
-1.98897	-2.94339	13.80000
-1.73484	-2.94339	13.80000
-1.48072	-2.94339	10.90000
-1.22660	-2.94339	6.31000
-0.97247	-2.94339	6.31000
-0.71835	-2.94339	5.74000
-0.46423	-2.94339	6.89000
-0.21010	-2.94339	4.59000
0.04402	-2.94339	4.02000
0.29815	-2.94339	7.46000
0.55227	-2.94339	13.80000
0.80639	-2.94339	13.80000
1.06052	-2.94339	13.80000
1.31464	-2.94339	13.80000
1.56877	-2.94339	13.80000
1.82289	-2.94339	13.80000
2.07701	-2.94339	13.80000
2.33114	-2.94339	13.80000
2.58526	-2.94339	13.80000
2.83938	-2.94339	13.80000
3.09351	-2.94339	13.80000
3.34763	-2.94339	13.80000
3.60176	-2.94339	13.80000
3.85588	-2.94339	13.80000
4.11000	-2.94339	13.80000
4.36413	-2.94339	13.80000
-3.51371	-2.72398	13.80000
-3.25959	-2.72398	13.80000
-3.00546	-2.72398	13.80000
-2.75134	-2.72398	13.80000
-2.49722	-2.72398	13.80000
-2.24309	-2.72398	13.80000
-1.98897	-2.72398	13.80000
-1.73484	-2.72398	12.60000
-1.48072	-2.72398	6.89000
-1.22660	-2.72398	4.59000
-0.97247	-2.72398	3.44000
-0.71835	-2.72398	4.02000
-0.46423	-2.72398	3.44000
-0.21010	-2.72398	2.87000
0.04402	-2.72398	2.30000
0.29815	-2.72398	6.31000
0.55227	-2.72398	10.90000
0.80639	-2.72398	13.80000
1.06052	-2.72398	13.80000
1.31464	-2.72398	13.80000
1.56877	-2.72398	13.80000
1.82289	-2.72398	13.80000
2.07701	-2.72398	13.80000
2.33114	-2.72398	13.80000
2.58526	-2.72398	13.80000
2.83938	-2.72398	13.80000
3.09351	-2.72398	13.80000
3.34763	-2.72398	13.80000
3.60176	-2.72398	13.80000
3.85588	-2.72398	13.80000
4.11000	-2.72398	13.80000
4.36413	-2.72398	13.80000
-3.51371	-2.50457	13.80000
-3.25959	-2.50457	13.80000
-3.00546	-2.50457	13.80000
-2.75134	-2.50457	13.80000
-2.49722	-2.50457	13.80000
-2.24309	-2.50457	13.80000
-1.98897	-2.50457	13.80000
-1.73484	-2.50457	10.90000
-1.48072	-2.50457	5.17000
-1.22660	-2.50457	2.87000
-0.97247	-2.50457	1.72000
-0.71835	-2.50457	1.72000
-0.46423	-2.50457	2.30000
-0.21010	-2.50457	1.15000
0.04402	-2.50457	2.30000
0.29815	-2.50457	4.59000
0.55227	-2.50457	7.46000
0.80639	-2.50457	13.80000
1.06052	-2.50457	13.80000
1.31464	-2.50457	13.80000
1.56877	-2.50457	13.80000
1.82289	-2.50457	13.80000
2.07701	-2.50457	13.80000
2.33114	-2.50457	13.80000
2.58526	-2.50457	13.80000
2.83938	-2.50457	13.80000
3.09351	-2.50457	13.80000
3.34763	-2.50457	13.80000
3.60176	-2.50457	13.80000
3.85588	-2.50457	13.80000
4.11000	-2.50457	13.80000
4.36413	-2.50457	13.80000
-3.51371	-2.28517	13.80000
-3.25959	-2.28517	13.80000
-3.00546	-2.28517	13.80000
-2.75134	-2.28517	13.80000
